Amplicon_Length	Combination_Name	Forward_Primer	Reference	Reverse_Primer
231	1G1P1_F_Dengue-2_R	1G1P1_F	GCF_000866625.1_ViralProj15598_genomic	Dengue-2_R
215	1G1P1_F_R2_R	1G1P1_F	GCF_000866625.1_ViralProj15598_genomic	R2_R
174	1G1P1_F_D1–4_R	1G1P1_F	GCF_000866625.1_ViralProj15598_genomic	D1–4_R
198	1G1P1_F_Smnfgsodv_6_R	1G1P1_F	GCF_000866625.1_ViralProj15598_genomic	Smnfgsodv_6_R
235	1G1P1_F_Den1_R10735_R	1G1P1_F	GCF_000866625.1_ViralProj15598_genomic	Den1_R10735_R
215	1G1P1_F_DV.L1_R	1G1P1_F	GCF_000866625.1_ViralProj15598_genomic	DV.L1_R
204	1G1P1_F_Fragment_B_R	1G1P1_F	GCF_000866625.1_ViralProj15598_genomic	Fragment_B_R
238	1G1P1_F_Cebeof_1_R	1G1P1_F	GCF_000866625.1_ViralProj15598_genomic	Cebeof_1_R
159	1G1P1_F_QSP-D2L_R	1G1P1_F	GCF_000866625.1_ViralProj15598_genomic	QSP-D2L_R
201	1G1P1_F_1G1P1_R	1G1P1_F	GCF_000871845.1_ViralProj20183_genomic	1G1P1_R
204	1G1P1_F_1G1P1_R	1G1P1_F	GCF_000871845.1_ViralProj20183_genomic	1G1P1_R
192	1G1P1_F_1G3P6_R	1G1P1_F	GCF_000871845.1_ViralProj20183_genomic	1G3P6_R
223	1G1P1_F_DENV3_35_RIGHT_R	1G1P1_F	GCF_000871845.1_ViralProj20183_genomic	DENV3_35_RIGHT_R
161	1G1P1_F_DENV4_35_RIGHT_R	1G1P1_F	GCF_000871845.1_ViralProj20183_genomic	DENV4_35_RIGHT_R
182	1G1P1_F_D3_R	1G1P1_F	GCF_000871845.1_ViralProj20183_genomic	D3_R
187	1G1P1_F_DENV2_36_R	1G1P1_F	GCF_000871845.1_ViralProj20183_genomic	DENV2_36_R
209	1G1P1_F_DENV-3′-UTR_R	1G1P1_F	GCF_000871845.1_ViralProj20183_genomic	DENV-3′-UTR_R
158	1G1P1_F_D-R3_R	1G1P1_F	GCF_000871845.1_ViralProj20183_genomic	D-R3_R
200	1G1P1_F_DENV_R1-3_R	1G1P1_F	GCF_000871845.1_ViralProj20183_genomic	DENV_R1-3_R
200	1G1P1_F_DENV_R4_R	1G1P1_F	GCF_000871845.1_ViralProj20183_genomic	DENV_R4_R
238	1G1P1_F_Den4_R10653_R	1G1P1_F	GCF_000871845.1_ViralProj20183_genomic	Den4_R10653_R
155	1G1P1_F_Den_R2_R	1G1P1_F	GCF_000871845.1_ViralProj20183_genomic	Den_R2_R
179	1G1P1_F_Den_R2_R	1G1P1_F	GCF_000871845.1_ViralProj20183_genomic	Den_R2_R
118	1G1P1_F_Den_R	1G1P1_F	GCF_000871845.1_ViralProj20183_genomic	Den_R
180	1G1P1_F_DEN_RP2_R	1G1P1_F	GCF_000871845.1_ViralProj20183_genomic	DEN_RP2_R
218	1G1P1_F_DenAs_R	1G1P1_F	GCF_000871845.1_ViralProj20183_genomic	DenAs_R
219	1G1P1_F_DenAs_R	1G1P1_F	GCF_000871845.1_ViralProj20183_genomic	DenAs_R
240	1G1P1_F_D2-10723_RV_R	1G1P1_F	GCF_000871845.1_ViralProj20183_genomic	D2-10723_RV_R
239	1G1P1_F_Primer_3_R	1G1P1_F	GCF_000871845.1_ViralProj20183_genomic	Primer_3_R
142	1G1P1_F_QSP-D3L_R	1G1P1_F	GCF_000871845.1_ViralProj20183_genomic	QSP-D3L_R
143	1G1P1_F_QSP-D4L_R	1G1P1_F	GCF_000871845.1_ViralProj20183_genomic	QSP-D4L_R
200	1G1P1_F_QST-D1L_R	1G1P1_F	GCF_000871845.1_ViralProj20183_genomic	QST-D1L_R
161	1G1P1_F_QST-D3L_R	1G1P1_F	GCF_000871845.1_ViralProj20183_genomic	QST-D3L_R
203	1G1P1_F_QST-D4L_R	1G1P1_F	GCF_000871845.1_ViralProj20183_genomic	QST-D4L_R
207	1G1P1_F_DENV.3_P.QRA_R	1G1P1_F	GCF_000871845.1_ViralProj20183_genomic	DENV.3_P.QRA_R
223	1G1P1_F_1453-1471_R	1G1P1_F	GCF_000871845.1_ViralProj20183_genomic	1453-1471_R
117	1G1P1_F_CDC10564_R	1G1P1_F	GCF_000871845.1_ViralProj20183_genomic	CDC10564_R
220	1G1P1_F_DortPfdaqoDV_2_R	1G1P1_F	GCF_000871845.1_ViralProj20183_genomic	DortPfdaqoDV_2_R
204	1G1P1_F_Pan-DENV_R	1G1P1_F	GCF_000871845.1_ViralProj20183_genomic	Pan-DENV_R
234	1G1P1_F_Dengue-2_R	1G1P1_F	GCF_000871845.1_ViralProj20183_genomic	Dengue-2_R
218	1G1P1_F_R2_R	1G1P1_F	GCF_000871845.1_ViralProj20183_genomic	R2_R
177	1G1P1_F_D1–4_R	1G1P1_F	GCF_000871845.1_ViralProj20183_genomic	D1–4_R
201	1G1P1_F_Smnfgsodv_6_R	1G1P1_F	GCF_000871845.1_ViralProj20183_genomic	Smnfgsodv_6_R
238	1G1P1_F_Den1_R10735_R	1G1P1_F	GCF_000871845.1_ViralProj20183_genomic	Den1_R10735_R
218	1G1P1_F_DV.L1_R	1G1P1_F	GCF_000871845.1_ViralProj20183_genomic	DV.L1_R
207	1G1P1_F_Fragment_B_R	1G1P1_F	GCF_000871845.1_ViralProj20183_genomic	Fragment_B_R
241	1G1P1_F_Cebeof_1_R	1G1P1_F	GCF_000871845.1_ViralProj20183_genomic	Cebeof_1_R
162	1G1P1_F_QSP-D2L_R	1G1P1_F	GCF_000871845.1_ViralProj20183_genomic	QSP-D2L_R
224	2G2P5_F_DENV1_31_RIGHT_R	2G2P5_F	GCF_000862125.1_ViralProj15306_genomic	DENV1_31_RIGHT_R
263	2G2P5_F_DENV2_33_RIGHT_R	2G2P5_F	GCF_000862125.1_ViralProj15306_genomic	DENV2_33_RIGHT_R
138	2G2P5_F_GAPDH_R	2G2P5_F	GCF_000862125.1_ViralProj15306_genomic	GAPDH_R
290	2G2P5_F_DEN1_CC_5_R	2G2P5_F	GCF_000862125.1_ViralProj15306_genomic	DEN1_CC_5_R
295	2G2P5_F_DEN3_CC_5_R	2G2P5_F	GCF_000862125.1_ViralProj15306_genomic	DEN3_CC_5_R
473	2G2P5_F_DENV-4_R	2G2P5_F	GCF_000862125.1_ViralProj15306_genomic	DENV-4_R
455	2G2P5_F_QST-D2AL_R	2G2P5_F	GCF_000862125.1_ViralProj15306_genomic	QST-D2AL_R
228	2G2P5_F_nDEN1_(−)_R	2G2P5_F	GCF_000862125.1_ViralProj15306_genomic	nDEN1_(−)_R
462	2G2P5_F_RSS2_R	2G2P5_F	GCF_000862125.1_ViralProj15306_genomic	RSS2_R
372	2G2P5_F_DENV1_32_R	2G2P5_F	GCF_000862125.1_ViralProj15306_genomic	DENV1_32_R
263	2G2P5_F_DENV2_33_RIGHT_R	2G2P5_F	GCF_000865065.1_ViralProj15599_genomic	DENV2_33_RIGHT_R
215	2G2P5_F_DENV3_30_RIGHT_R	2G2P5_F	GCF_000865065.1_ViralProj15599_genomic	DENV3_30_RIGHT_R
237	2G2P5_F_DENV4_30_RIGHT_R	2G2P5_F	GCF_000865065.1_ViralProj15599_genomic	DENV4_30_RIGHT_R
203	2G2P5_F_DENV1_16_R	2G2P5_F	GCF_000865065.1_ViralProj15599_genomic	DENV1_16_R
408	2G2P5_F_DENV1_34_R	2G2P5_F	GCF_000865065.1_ViralProj15599_genomic	DENV1_34_R
290	2G2P5_F_DEN1_CC_5_R	2G2P5_F	GCF_000865065.1_ViralProj15599_genomic	DEN1_CC_5_R
295	2G2P5_F_DEN3_CC_5_R	2G2P5_F	GCF_000865065.1_ViralProj15599_genomic	DEN3_CC_5_R
458	2G2P5_F_QST-D2AL_R	2G2P5_F	GCF_000865065.1_ViralProj15599_genomic	QST-D2AL_R
136	2G2P5_F_DENV4_30_R	2G2P5_F	GCF_000865065.1_ViralProj15599_genomic	DENV4_30_R
200	2G2P5_F_2G2P5_R	2G2P5_F	GCF_000866625.1_ViralProj15598_genomic	2G2P5_R
263	2G2P5_F_DENV2_33_RIGHT_R	2G2P5_F	GCF_000866625.1_ViralProj15598_genomic	DENV2_33_RIGHT_R
215	2G2P5_F_DENV3_30_RIGHT_R	2G2P5_F	GCF_000866625.1_ViralProj15598_genomic	DENV3_30_RIGHT_R
348	2G2P5_F_DENV2_SP5_R	2G2P5_F	GCF_000866625.1_ViralProj15598_genomic	DENV2_SP5_R
272	2G2P5_F_DENV1_28_R	2G2P5_F	GCF_000866625.1_ViralProj15598_genomic	DENV1_28_R
149	2G2P5_F_DENV3_28_R	2G2P5_F	GCF_000866625.1_ViralProj15598_genomic	DENV3_28_R
377	2G2P5_F_P4_R	2G2P5_F	GCF_000866625.1_ViralProj15598_genomic	P4_R
290	2G2P5_F_DEN1_CC_5_R	2G2P5_F	GCF_000866625.1_ViralProj15598_genomic	DEN1_CC_5_R
235	2G2P5_F_DEN2_CC_5_R	2G2P5_F	GCF_000866625.1_ViralProj15598_genomic	DEN2_CC_5_R
295	2G2P5_F_DEN3_CC_5_R	2G2P5_F	GCF_000866625.1_ViralProj15598_genomic	DEN3_CC_5_R
139	2G2P5_F_DENV-2_R	2G2P5_F	GCF_000866625.1_ViralProj15598_genomic	DENV-2_R
458	2G2P5_F_QST-D2AL_R	2G2P5_F	GCF_000866625.1_ViralProj15598_genomic	QST-D2AL_R
136	2G2P5_F_DENV4_30_R	2G2P5_F	GCF_000866625.1_ViralProj15598_genomic	DENV4_30_R
228	2G2P5_F_2G2P5_R	2G2P5_F	GCF_000871845.1_ViralProj20183_genomic	2G2P5_R
239	2G2P5_F_1G4P217_R	2G2P5_F	GCF_000871845.1_ViralProj20183_genomic	1G4P217_R
224	2G2P5_F_DENV1_31_RIGHT_R	2G2P5_F	GCF_000871845.1_ViralProj20183_genomic	DENV1_31_RIGHT_R
263	2G2P5_F_DENV2_33_RIGHT_R	2G2P5_F	GCF_000871845.1_ViralProj20183_genomic	DENV2_33_RIGHT_R
215	2G2P5_F_DENV3_30_RIGHT_R	2G2P5_F	GCF_000871845.1_ViralProj20183_genomic	DENV3_30_RIGHT_R
118	2G2P5_F_DENV2_30_R	2G2P5_F	GCF_000871845.1_ViralProj20183_genomic	DENV2_30_R
149	2G2P5_F_DENV3_28_R	2G2P5_F	GCF_000871845.1_ViralProj20183_genomic	DENV3_28_R
145	2G2P5_F_DEN1_CC_4_R	2G2P5_F	GCF_000871845.1_ViralProj20183_genomic	DEN1_CC_4_R
290	2G2P5_F_DEN1_CC_5_R	2G2P5_F	GCF_000871845.1_ViralProj20183_genomic	DEN1_CC_5_R
235	2G2P5_F_DEN2_CC_5_R	2G2P5_F	GCF_000871845.1_ViralProj20183_genomic	DEN2_CC_5_R
295	2G2P5_F_DEN3_CC_5_R	2G2P5_F	GCF_000871845.1_ViralProj20183_genomic	DEN3_CC_5_R
455	2G2P5_F_QST-D2AL_R	2G2P5_F	GCF_000871845.1_ViralProj20183_genomic	QST-D2AL_R
275	2G2P5_F_D1-TS1_R	2G2P5_F	GCF_000871845.1_ViralProj20183_genomic	D1-TS1_R
274	2G2P5_F_rTS1_R	2G2P5_F	GCF_000871845.1_ViralProj20183_genomic	rTS1_R
226	2G2P5_F_DENV1_31_RIGHT_R	2G2P5_F	GCF_000862125.1_ViralProj15306_genomic	DENV1_31_RIGHT_R
265	2G2P5_F_DENV2_33_RIGHT_R	2G2P5_F	GCF_000862125.1_ViralProj15306_genomic	DENV2_33_RIGHT_R
140	2G2P5_F_GAPDH_R	2G2P5_F	GCF_000862125.1_ViralProj15306_genomic	GAPDH_R
292	2G2P5_F_DEN1_CC_5_R	2G2P5_F	GCF_000862125.1_ViralProj15306_genomic	DEN1_CC_5_R
297	2G2P5_F_DEN3_CC_5_R	2G2P5_F	GCF_000862125.1_ViralProj15306_genomic	DEN3_CC_5_R
475	2G2P5_F_DENV-4_R	2G2P5_F	GCF_000862125.1_ViralProj15306_genomic	DENV-4_R
457	2G2P5_F_QST-D2AL_R	2G2P5_F	GCF_000862125.1_ViralProj15306_genomic	QST-D2AL_R
230	2G2P5_F_nDEN1_(−)_R	2G2P5_F	GCF_000862125.1_ViralProj15306_genomic	nDEN1_(−)_R
464	2G2P5_F_RSS2_R	2G2P5_F	GCF_000862125.1_ViralProj15306_genomic	RSS2_R
374	2G2P5_F_DENV1_32_R	2G2P5_F	GCF_000862125.1_ViralProj15306_genomic	DENV1_32_R
265	2G2P5_F_DENV2_33_RIGHT_R	2G2P5_F	GCF_000865065.1_ViralProj15599_genomic	DENV2_33_RIGHT_R
217	2G2P5_F_DENV3_30_RIGHT_R	2G2P5_F	GCF_000865065.1_ViralProj15599_genomic	DENV3_30_RIGHT_R
239	2G2P5_F_DENV4_30_RIGHT_R	2G2P5_F	GCF_000865065.1_ViralProj15599_genomic	DENV4_30_RIGHT_R
205	2G2P5_F_DENV1_16_R	2G2P5_F	GCF_000865065.1_ViralProj15599_genomic	DENV1_16_R
410	2G2P5_F_DENV1_34_R	2G2P5_F	GCF_000865065.1_ViralProj15599_genomic	DENV1_34_R
292	2G2P5_F_DEN1_CC_5_R	2G2P5_F	GCF_000865065.1_ViralProj15599_genomic	DEN1_CC_5_R
297	2G2P5_F_DEN3_CC_5_R	2G2P5_F	GCF_000865065.1_ViralProj15599_genomic	DEN3_CC_5_R
460	2G2P5_F_QST-D2AL_R	2G2P5_F	GCF_000865065.1_ViralProj15599_genomic	QST-D2AL_R
138	2G2P5_F_DENV4_30_R	2G2P5_F	GCF_000865065.1_ViralProj15599_genomic	DENV4_30_R
202	2G2P5_F_2G2P5_R	2G2P5_F	GCF_000866625.1_ViralProj15598_genomic	2G2P5_R
265	2G2P5_F_DENV2_33_RIGHT_R	2G2P5_F	GCF_000866625.1_ViralProj15598_genomic	DENV2_33_RIGHT_R
217	2G2P5_F_DENV3_30_RIGHT_R	2G2P5_F	GCF_000866625.1_ViralProj15598_genomic	DENV3_30_RIGHT_R
350	2G2P5_F_DENV2_SP5_R	2G2P5_F	GCF_000866625.1_ViralProj15598_genomic	DENV2_SP5_R
274	2G2P5_F_DENV1_28_R	2G2P5_F	GCF_000866625.1_ViralProj15598_genomic	DENV1_28_R
151	2G2P5_F_DENV3_28_R	2G2P5_F	GCF_000866625.1_ViralProj15598_genomic	DENV3_28_R
379	2G2P5_F_P4_R	2G2P5_F	GCF_000866625.1_ViralProj15598_genomic	P4_R
292	2G2P5_F_DEN1_CC_5_R	2G2P5_F	GCF_000866625.1_ViralProj15598_genomic	DEN1_CC_5_R
237	2G2P5_F_DEN2_CC_5_R	2G2P5_F	GCF_000866625.1_ViralProj15598_genomic	DEN2_CC_5_R
